type,name,lat,lon,iata_code
small_airport,Kingman Airport,35.259,-113.938,IGM
small_airport,Wilkes County Airport,36.223,-81.098,IKB
medium_airport,Greater Kankakee Airport,41.071,-87.846,IKK
small_airport,Nikolski Air Station,52.942,-168.849,IKO
small_airport,Skylark Field,31.086,-97.687,ILE
medium_airport,New Castle Airport,39.679,-75.606,ILG
medium_airport,Iliamna Airport,59.754,-154.911,ILI
small_airport,Willmar Municipal -John L Rice Field,45.118,-95.130,ILL
medium_airport,Wilmington International Airport,34.271,-77.903,ILM
medium_airport,Wilmington Airpark,39.428,-83.792,ILN
small_airport,Imperial Municipal Airport,40.509,-101.621,IML
small_airport,Immokalee Regional Airport,26.433,-81.401,IMM
small_airport,Ford Airport,45.818,-88.115,IMT
large_airport,Indianapolis International Airport,39.717,-86.294,IND
medium_airport,Winkler County Airport,31.780,-103.201,INK
medium_airport,Falls International Airport,48.566,-93.403,INL
small_airport,Creech Air Force Base,36.587,-115.673,INS
medium_airport,Smith Reynolds Airport,36.134,-80.222,INT
medium_airport,Winslow Lindbergh Regional Airport,35.022,-110.723,INW
small_airport,Iowa City Municipal Airport,41.639,-91.547,IOW
medium_airport,Imperial County Airport,32.834,-115.579,IPL
medium_airport,Williamsport Regional Airport,41.242,-76.921,IPT
small_airport,Iraan Municipal Airport,30.906,-101.892,IRB
small_airport,Circle City /New/ Airport,65.830,-144.076,IRC
medium_airport,Kirksville Regional Airport,40.093,-92.545,IRK
small_airport,Kirsch Municipal Airport,41.813,-85.439,IRS
medium_airport,Kissimmee Gateway Airport,28.290,-81.437,ISM
medium_airport,Sloulin Field International Airport,48.178,-103.642,ISN
medium_airport,Kinston Regional Jetport At Stallings Field,35.331,-77.609,ISO
medium_airport,Long Island Mac Arthur Airport,40.795,-73.100,ISP
small_airport,Schoolcraft County Airport,45.975,-86.172,ISQ
small_airport,Wiscasset Airport,43.961,-69.713,ISS
small_airport,Alexander Field South Wood County Airport,44.360,-89.839,ISW
medium_airport,Ithaca Tompkins Regional Airport,42.491,-76.458,ITH
medium_airport,Hilo International Airport,19.721,-155.048,ITO
closed,Ivishak Airport,69.407,-148.288,IVH
small_airport,Gogebic Iron County Airport,46.528,-90.131,IWD
small_airport,West Houston Airport,29.818,-95.673,IWS
small_airport,Inyokern Airport,35.659,-117.830,IYK
medium_airport,Jackson Hole Airport,43.607,-110.738,JAC
large_airport,Jackson-Medgar Wiley Evers International Airport,32.311,-90.076,JAN
small_airport,Jasper County Airport-Bell Field,30.886,-94.035,JAS
large_airport,Jacksonville International Airport,30.494,-81.688,JAX
closed,Berkley Municipal Heliport,37.867,-122.307,JBK
medium_airport,Jonesboro Municipal Airport,35.832,-90.646,JBR
seaplane_base,Bethel Seaplane Base,60.782,-161.743,JBT
small_airport,New Century Aircenter Airport,38.831,-94.890,JCI
medium_airport,Kimble County Airport,30.511,-99.763,JCT
small_airport,LBJ Ranch Airport,30.252,-98.622,JCY
small_airport,Grant Co Regional/Ogilvie Field,44.404,-118.963,JDA
small_airport,Jordan Airport,47.329,-106.953,JDN
small_airport,Jefferson City Memorial Airport,38.591,-92.156,JEF
large_airport,John F Kennedy International Airport,40.640,-73.779,JFK
small_airport,Northeast Ohio Regional Airport,41.778,-80.696,JFN
medium_airport,Kapalua Airport,20.963,-156.673,JHM
medium_airport,Chautauqua County-Jamestown Airport,42.153,-79.258,JHW
small_airport,Cherokee County Airport,31.869,-95.217,JKV
small_airport,Quartz Creek Airport,60.483,-149.719,JLA
large_airport,Joplin Regional Airport,37.152,-94.498,JLN
medium_airport,Jamestown Regional Airport,46.930,-98.678,JMS
medium_airport,Juneau International Airport,58.355,-134.576,JNU
small_airport,Joliet Regional Airport,41.518,-88.175,JOT
closed,Pan Am Building Heliport,40.753,-73.977,JPB
heliport,Pentagon Army Heliport,38.874,-77.058,JPN
heliport,West 30th St. Heliport,40.755,-74.007,JRA
heliport,Downtown-Manhattan/Wall St Heliport,40.701,-74.009,JRB
medium_airport,Kalaeloa Airport,21.307,-158.070,JRF
medium_airport,John Murtha Johnstown Cambria County Airport,40.316,-78.834,JST
small_airport,Central Jersey Regional Airport,40.524,-74.598,JVI
small_airport,Southern Wisconsin Regional Airport,42.620,-89.042,JVL
medium_airport,Jackson County Reynolds Field,42.260,-84.459,JXN
seaplane_base,Kake Seaplane Base,56.973,-133.946,KAE
small_airport,Kaltag Airport,64.319,-158.741,KAL
small_airport,Birch Creek Airport,66.274,-145.824,KBC
seaplane_base,Bell Island Hot Springs Seaplane Base,55.929,-131.572,KBE
seaplane_base,Chignik Bay Seaplane Base,56.296,-158.401,KBW
seaplane_base,Coffman Cove Seaplane Base,56.003,-132.842,KCC
closed,Chignik Fisheries Airport,56.318,-158.590,KCG
small_airport,Chignik Lagoon Airport,56.311,-158.536,KCL
seaplane_base,Chernofski Harbor Seaplane Base,53.403,-167.520,KCN
small_airport,Chignik Lake Airport,56.255,-158.775,KCQ
small_airport,Colorado Creek Airport,63.568,-155.989,KCR
small_airport,Kodiak Municipal Airport,57.806,-152.374,KDK
small_airport,Nanwalek Airport,59.352,-151.925,KEB
seaplane_base,Kenmore Air Harbor Inc Seaplane Base,47.755,-122.259,KEH
small_airport,Ekwok Airport,59.357,-157.471,KEK
small_airport,False Pass Airport,54.847,-163.410,KFP
small_airport,Koliganek Airport,59.727,-157.259,KGK
small_airport,Grayling Airport,62.895,-160.066,KGX
small_airport,Glacier Creek Airport,61.455,-142.381,KGZ
seaplane_base,Ivanof Bay Seaplane Base,55.897,-159.489,KIB
small_airport,Mesa Del Rey Airport,36.228,-121.122,KIC
small_airport,Kickapoo Downtown Airport,33.858,-98.490,KIP
small_airport,Koyuk Alfred Adams Airport,64.939,-161.154,KKA
seaplane_base,Kitoi Bay Seaplane Base,58.191,-152.370,KKB
small_airport,Kongiganak Airport,59.961,-162.881,KKH
small_airport,Akiachak Airport,60.905,-161.422,KKI
small_airport,Kalakaket Creek AS Airport,64.417,-156.820,KKK
seaplane_base,Karluk Lake Seaplane Base,57.367,-154.028,KKL
small_airport,Kentland Municipal Airport,40.759,-87.428,KKT
small_airport,Ekuk Airport,58.811,-158.559,KKU
small_airport,Kalskag Airport,61.536,-160.341,KLG
small_airport,Levelock Airport,59.128,-156.859,KLL
small_airport,Larsen Bay Airport,57.535,-153.978,KLN
medium_airport,Southwest Washington Regional Airport,46.118,-122.898,KLS
medium_airport,Klawock Airport,55.579,-133.076,KLW
small_airport,Manokotak Airport,58.990,-159.050,KMO
small_airport,Kokhanok Airport,59.433,-154.804,KNK
small_airport,Kennett Memorial Airport,36.226,-90.037,KNT
small_airport,New Stuyahok Airport,59.450,-157.328,KNW
medium_airport,Kona International At Keahole Airport,19.739,-156.046,KOA
small_airport,Kotlik Airport,63.031,-163.533,KOT
seaplane_base,Olga Bay Seaplane Base,57.161,-154.230,KOY
small_airport,Ouzinkie Airport,57.925,-152.497,KOZ
seaplane_base,Point Baker Seaplane Base,56.352,-133.623,KPB
medium_airport,Port Clarence Coast Guard Station,65.254,-166.859,KPC
small_airport,Kipnuk Airport,59.933,-164.031,KPN
seaplane_base,Port Williams Seaplane Base,58.490,-152.582,KPR
small_airport,Jackpot Airport/Hayden Field,41.976,-114.658,KPT
small_airport,Perryville Airport,55.906,-159.163,KPV
seaplane_base,Port Bailey Seaplane Base,57.930,-153.041,KPY
seaplane_base,Akutan Seaplane Base,54.134,-165.779,KQA
medium_airport,St Mary's Airport,62.061,-163.302,KSM
seaplane_base,Thorne Bay Seaplane Base,55.688,-132.537,KTB
seaplane_base,Tikchik Lodge Seaplane Base,59.963,-158.477,KTH
medium_airport,Ketchikan International Airport,55.356,-131.714,KTN
small_airport,Brevig Mission Airport,65.331,-166.466,KTS
small_airport,Kasigluk Airport,60.874,-162.524,KUK
small_airport,King Cove Airport,55.116,-162.266,KVC
medium_airport,Kivalina Airport,67.736,-164.563,KVL
seaplane_base,Waterfall Seaplane Base,55.296,-133.243,KWF
seaplane_base,Kwigillingok Seaplane Base,59.837,-163.140,KWK
small_airport,Quinhagak Airport,59.755,-161.845,KWN
seaplane_base,West Point Village Seaplane Base,57.770,-153.549,KWP
small_airport,Kwethluk Airport,60.790,-161.444,KWT
seaplane_base,Kasaan Seaplane Base,55.537,-132.398,KXA
small_airport,Karluk Airport,57.567,-154.450,KYK
closed,Port Largo Airport,25.093,-80.430,KYL
small_airport,Tampa North Aero Park Airport,28.221,-82.374,KYO
small_airport,Koyukuk Airport,64.876,-157.727,KYU
seaplane_base,Zachar Bay Seaplane Base,57.553,-153.746,KZB
small_airport,Lamar Municipal Airport,38.070,-102.688,LAA
medium_airport,Purdue University Airport,40.412,-86.937,LAF
medium_airport,Lakeland Linder Regional Airport,27.989,-82.019,LAL
small_airport,Los Alamos Airport,35.880,-106.269,LAM
medium_airport,Capital City Airport,42.779,-84.587,LAN
medium_airport,Laramie Regional Airport,41.312,-105.675,LAR
large_airport,McCarran International Airport,36.080,-115.152,LAS
medium_airport,Lawton Fort Sill Regional Airport,34.568,-98.417,LAW
large_airport,Los Angeles International Airport,33.943,-118.408,LAX
large_airport,Lubbock Preston Smith International Airport,33.664,-101.823,LBB
medium_airport,Arnold Palmer Regional Airport,40.276,-79.405,LBE
medium_airport,North Platte Regional Airport Lee Bird Field,41.126,-100.684,LBF
medium_airport,Liberal Mid-America Regional Airport,37.044,-100.960,LBL
medium_airport,Lumberton Regional Airport,34.610,-79.059,LBT
medium_airport,Lake Charles Regional Airport,30.126,-93.223,LCH
small_airport,Laconia Municipal Airport,43.573,-71.419,LCI
large_airport,Rickenbacker International Airport,39.814,-82.928,LCK
small_airport,Lake City Gateway Airport,30.182,-82.577,LCQ
small_airport,Linden Airport,40.617,-74.245,LDJ
small_airport,Mason County Airport,43.963,-86.408,LDM
medium_airport,Lebanon Municipal Airport,43.626,-72.304,LEB
medium_airport,Leesburg International Airport,28.823,-81.809,LEE
small_airport,Lemmon Municipal Airport,45.919,-102.106,LEM
small_airport,Auburn Lewiston Municipal Airport,44.049,-70.284,LEW
large_airport,Blue Grass Airport,38.036,-84.606,LEX
large_airport,Langley Air Force Base,37.083,-76.360,LFI
medium_airport,Angelina County Airport,31.234,-94.750,LFK
small_airport,Triangle North Executive Airport,36.023,-78.330,LFN
large_airport,Lafayette Regional Airport,30.205,-91.988,LFT
large_airport,La Guardia Airport,40.777,-73.873,LGA
medium_airport,Long Beach /Daugherty Field/ Airport,33.818,-118.152,LGB
small_airport,Lagrange Callaway Airport,33.009,-85.073,LGC
small_airport,La Grande/Union County Airport,45.290,-118.007,LGD
small_airport,Laguna Army Airfield,32.860,-114.397,LGF
medium_airport,Logan-Cache Airport,41.791,-111.852,LGU
closed,Arlington Municipal Airport,35.283,-89.673,LHC
small_airport,William T. Piper Memorial Airport,41.136,-77.422,LHV
small_airport,Limon Municipal Airport,39.275,-103.666,LIC
medium_airport,Lihue Airport,21.976,-159.339,LIH
large_airport,Bill & Hillary Clinton National Airport/Adams Field,34.729,-92.224,LIT
small_airport,Livengood Camp Airport,65.467,-148.653,LIV
small_airport,Wright AAF (Fort Stewart)/Midcoast Regional Airport,31.889,-81.562,LIY
small_airport,Loring International Airport,46.950,-67.886,LIZ
medium_airport,Texas Gulf Coast Regional Airport,29.109,-95.462,LJN
seaplane_base,Kenmore Air Harbor Seaplane Base,47.629,-122.339,LKE
small_airport,Kulik Lake Airport,58.982,-155.121,LKK
small_airport,Lake Placid Airport,44.264,-73.962,LKP
small_airport,Lake County Airport,42.161,-120.399,LKV
small_airport,Caledonia County Airport,44.569,-72.018,LLX
small_airport,South Jersey Regional Airport,39.943,-74.846,LLY
small_airport,Louisville Winston County Airport,33.146,-89.063,LMS
medium_airport,Crater Lake-Klamath Regional Airport,42.156,-121.733,LMT
small_airport,Palm Beach County Park Airport,26.593,-80.085,LNA
medium_airport,Hunt Field,42.815,-108.730,LND
small_airport,Lonely Air Station,70.911,-153.242,LNI
medium_airport,Lincoln Airport,40.851,-96.759,LNK
small_airport,Willoughby Lost Nation Municipal Airport,41.684,-81.390,LNN
small_airport,Lonesome Pine Airport,36.987,-82.530,LNP
small_airport,Tri-County Regional Airport,43.212,-90.182,LNR
medium_airport,Lancaster Airport,40.122,-76.296,LNS
medium_airport,Lanai Airport,20.786,-156.951,LNY
medium_airport,Derby Field,40.066,-118.565,LOL
heliport,Lowe AHP (Fort Rucker) Heliport,31.356,-85.751,LOR
small_airport,Lewis University Airport,41.607,-88.096,LOT
medium_airport,Bowman Field,38.228,-85.664,LOU
small_airport,Louisa County Airport/Freeman Field,38.010,-77.970,LOW
medium_airport,London-Corbin Airport/Magee Field,37.082,-84.085,LOZ
small_airport,Lompoc Airport,34.666,-120.468,LPC
small_airport,La Porte Municipal Airport,41.572,-86.734,LPO
small_airport,Lopez Island Airport,48.484,-122.938,LPS
small_airport,Pickens County Airport,34.810,-82.703,LQK
medium_airport,Laredo International Airport,27.544,-99.462,LRD
medium_airport,Little Rock Air Force Base,34.917,-92.150,LRF
small_airport,Le Mars Municipal Airport,42.778,-96.194,LRJ
closed,Sharpe AAF,37.838,-121.273,LRO
medium_airport,Las Cruces International Airport,32.289,-106.922,LRU
small_airport,Lordsburg Municipal Airport,32.333,-108.692,LSB
medium_airport,La Crosse Municipal Airport,43.879,-91.257,LSE
medium_airport,Lawson Army Air Field (Fort Benning),32.337,-84.991,LSF
small_airport,Lusk Municipal Airport,42.754,-104.405,LSK
small_airport,Los Banos Municipal Airport,37.063,-120.869,LSN
medium_airport,Nellis Air Force Base,36.236,-115.034,LSV
closed,Lathrop Wells Airport / Jackass Aeropark,36.634,-116.414,LTH
large_airport,Altus Air Force Base,34.667,-99.267,LTS
small_airport,St. Mary's County Regional Airport,38.315,-76.550,LTW
large_airport,Luke Air Force Base,33.535,-112.383,LUF
medium_airport,Cincinnati Municipal Airport Lunken Field,39.103,-84.419,LUK
small_airport,Hesler Noble Field,31.673,-89.172,LUL
small_airport,Kalaupapa Airport,21.211,-156.974,LUP
medium_airport,Cape Lisburne LRRS Airport,68.875,-166.110,LUR
small_airport,Lime Village Airport,61.359,-155.440,LVD
small_airport,Livermore Municipal Airport,37.693,-121.820,LVK
small_airport,Lawrenceville Brunswick Municipal Airport,36.773,-77.794,LVL
medium_airport,Mission Field,45.699,-110.448,LVM
medium_airport,Las Vegas Municipal Airport,35.654,-105.142,LVS
medium_airport,Greenbrier Valley Airport,37.858,-80.399,LWB
small_airport,Lawrence Municipal Airport,39.011,-95.217,LWC
small_airport,Wells Municipal Airport/Harriet Field,41.117,-114.922,LWL
medium_airport,Lawrence Municipal Airport,42.717,-71.123,LWM
medium_airport,Lewiston Nez Perce County Airport,46.375,-117.015,LWS
medium_airport,Lewistown Municipal Airport,47.049,-109.467,LWT
small_airport,Lawrenceville Vincennes International Airport,38.764,-87.605,LWV
small_airport,Jim Kelly Field,40.791,-99.777,LXN
small_airport,Lake County Airport,39.220,-106.317,LXV
medium_airport,Lynchburg Regional Preston Glenn Field,37.327,-79.200,LYH
small_airport,Lyons-Rice County Municipal Airport,38.343,-98.227,LYO
medium_airport,Ely Municipal Airport,47.825,-91.831,LYU
small_airport,Gwinnett County Briscoe Field,33.978,-83.962,LZU
small_airport,Macon Downtown Airport,32.822,-83.562,MAC
small_airport,Madera Municipal Airport,36.989,-120.112,MAE
medium_airport,Midland International Airport,31.942,-102.202,MAF
small_airport,Malden Regional Airport,36.601,-89.992,MAW
medium_airport,Mobridge Municipal Airport,45.547,-100.408,MBG
small_airport,Manistee Co Blacker Airport,44.272,-86.247,MBL
large_airport,MBS International Airport,43.533,-84.080,MBS
small_airport,Omar N Bradley Airport,39.464,-92.427,MBY
medium_airport,Mc Comb/Pike County Airport/John E Lewis Field,31.178,-90.472,MCB
medium_airport,Mc Clellan Airfield,38.668,-121.401,MCC
small_airport,Mackinac Island Airport,45.865,-84.637,MCD
medium_airport,Merced Regional Macready Field,37.285,-120.514,MCE
large_airport,Mac Dill Air Force Base,27.849,-82.521,MCF
medium_airport,McGrath Airport,62.953,-155.606,MCG
large_airport,Kansas City International Airport,39.298,-94.714,MCI
medium_airport,Mc Cook Ben Nelson Regional Airport,40.206,-100.592,MCK
small_airport,McKinley National Park Airport,63.733,-148.911,MCL
medium_airport,Middle Georgia Regional Airport,32.693,-83.649,MCN
large_airport,Orlando International Airport,28.429,-81.309,MCO
medium_airport,Mason City Municipal Airport,43.158,-93.331,MCW
heliport,Martindale Army Heliport,29.431,-98.378,MDA
small_airport,Midland Airpark,32.036,-102.101,MDD
small_airport,Taylor County Airport,45.101,-90.303,MDF
medium_airport,Southern Illinois Airport,37.778,-89.252,MDH
small_airport,Madras Municipal Airport,44.670,-121.155,MDJ
small_airport,Madison Municipal Airport,38.759,-85.465,MDN
small_airport,Middleton Island Airport,59.450,-146.307,MDO
small_airport,Medfra Airport,63.106,-154.719,MDR
medium_airport,Harrisburg International Airport,40.194,-76.763,MDT
large_airport,Chicago Midway International Airport,41.786,-87.752,MDW
medium_airport,Key Field,32.333,-88.752,MEI
small_airport,Port Meadville Airport,41.626,-80.215,MEJ
large_airport,Memphis International Airport,35.042,-89.977,MEM
small_airport,Dare County Regional Airport,35.919,-75.696,MEO
medium_airport,Castle Airport,37.381,-120.568,MER
small_airport,Minden-Tahoe Airport,39.000,-119.751,MEV
medium_airport,Mansfield Lahm Regional Airport,40.821,-82.517,MFD
medium_airport,Mc Allen Miller International Airport,26.176,-98.239,MFE
small_airport,Mesquite Airport,36.835,-114.055,MFH
small_airport,Marshfield Municipal Airport,44.637,-90.189,MFI
medium_airport,Rogue Valley International Medford Airport,42.374,-122.873,MFR
small_airport,Accomack County Airport,37.647,-75.761,MFV
small_airport,Michigan City Municipal Airport,41.703,-86.821,MGC
large_airport,Dobbins Air Reserve Base,33.915,-84.516,MGE
closed,Matagorda Island Air Force Base,28.323,-96.464,MGI
small_airport,Orange County Airport,41.510,-74.265,MGJ
large_airport,Montgomery Regional (Dannelly Field) Airport,32.301,-86.394,MGM
small_airport,Moultrie Municipal Airport,31.085,-83.803,MGR
medium_airport,Morgantown Municipal Walter L. Bill Hart Field,39.643,-79.916,MGW
small_airport,Dayton-Wright Brothers Airport,39.589,-84.225,MGY
small_airport,Mitchell Municipal Airport,43.775,-98.039,MHE
medium_airport,Manhattan Regional Airport,39.141,-96.671,MHK
small_airport,Marshall Memorial Municipal Airport,39.096,-93.203,MHL
small_airport,Hooker County Airport,42.042,-101.059,MHN
medium_airport,Sacramento Mather Airport,38.554,-121.298,MHR
small_airport,Dunsmuir Muni-Mott Airport,41.263,-122.272,MHS
large_airport,Manchester Airport,42.933,-71.436,MHT
small_airport,Mojave Airport,35.059,-118.152,MHV
large_airport,Miami International Airport,25.793,-80.291,MIA
medium_airport,Delaware County Johnson Field,40.242,-85.396,MIE
small_airport,Roy Hurd Memorial Airport,31.583,-102.909,MIF
small_airport,Ocean County Airport,39.928,-74.292,MJX
medium_airport,Charles B. Wheeler Downtown Airport,39.123,-94.593,MKC
large_airport,General Mitchell International Airport,42.947,-87.897,MKE
small_airport,Muskegon County Airport,43.169,-86.238,MKG
medium_airport,Molokai Airport,21.153,-157.096,MKK
medium_airport,Mc Kellar Sipes Regional Airport,35.600,-88.916,MKL
medium_airport,Melbourne International Airport,28.103,-80.645,MLB
large_airport,Quad City International Airport,41.449,-90.507,MLI
small_airport,Malta Airport,48.367,-107.919,MLK
medium_airport,Marshall Don Hunter Sr Airport,61.864,-162.026,MLL
medium_airport,Frank Wiley Field,46.428,-105.886,MLS
large_airport,Monroe Regional Airport,32.511,-92.038,MLU
small_airport,Manley Hot Springs Airport,64.998,-150.644,MLY
small_airport,Mammoth Yosemite Airport,37.624,-118.838,MMH
small_airport,McMinn County Airport,35.397,-84.563,MMI
small_airport,Southwest Minnesota Regional Airport - Marshall/Ryan Field,44.451,-95.822,MML
small_airport,Selfs Airport,34.231,-90.290,MMS
medium_airport,Mc Entire Joint National Guard Base,33.921,-80.801,MMT
medium_airport,Morristown Municipal Airport,40.799,-74.415,MMU
small_airport,Marion Municipal Airport,40.616,-83.063,MNN
small_airport,Manassas Regional Airport/Harry P. Davis Field,38.721,-77.515,MNZ
large_airport,Mobile Regional Airport,30.691,-88.243,MOB
medium_airport,Modesto City Co-Harry Sham Field,37.626,-120.954,MOD
medium_airport,Minot International Airport,48.259,-101.280,MOT
small_airport,Mountain Village Airport,62.095,-163.682,MOU
seaplane_base,Miami Seaplane Base,25.778,-80.170,MPB
closed,Griswold Airport,41.271,-72.550,MPE
medium_airport,Edward F Knapp State Airport,44.203,-72.562,MPV
small_airport,Mount Pleasant Municipal Airport,40.947,-91.511,MPZ
small_airport,Macomb Municipal Airport,40.520,-90.652,MQB
medium_airport,Sawyer International Airport,46.354,-87.395,MQT
medium_airport,Smyrna Airport,36.009,-86.520,MQY
medium_airport,Eastern WV Regional Airport/Shepherd Field,39.402,-77.985,MRB
small_airport,Maury County Airport,35.554,-87.179,MRC
small_airport,Marfa Municipal Airport,30.371,-104.018,MRF
medium_airport,Merrill Field,61.214,-149.844,MRI
small_airport,Marco Island Airport,25.995,-81.673,MRK
medium_airport,Monterey Peninsula Airport,36.587,-121.843,MRY
small_airport,Falcon Field,33.461,-111.728,MSC
medium_airport,Northwest Alabama Regional Airport,34.745,-87.610,MSL
large_airport,Dane County Regional Truax Field,43.140,-89.338,MSN
medium_airport,Missoula International Airport,46.916,-114.091,MSO
large_airport,Minneapolis-St Paul International/Wold-Chamberlain Airport,44.882,-93.222,MSP
medium_airport,Massena International Richards Field,44.936,-74.846,MSS
large_airport,Louis Armstrong New Orleans International Airport,29.993,-90.258,MSY
medium_airport,Selfridge Air National Guard Base Airport,42.613,-82.837,MTC
medium_airport,Montrose Regional Airport,38.510,-107.894,MTJ
small_airport,Metro Field,64.807,-147.762,MTX
medium_airport,Waimea Kohala Airport,20.001,-155.668,MUE
large_airport,Mountain Home Air Force Base,43.044,-115.872,MUO
small_airport,Monroe County Airport,31.458,-87.351,MVC
small_airport,Morrisville Stowe State Airport,44.535,-72.614,MVL
small_airport,Skagit Regional Airport,48.471,-122.421,MVW
small_airport,Martha's Vineyard Airport,41.393,-70.614,MVY
small_airport,Williamson County Regional Airport,37.755,-89.011,MWA
medium_airport,Grant County International Airport,47.208,-119.320,MWH
small_airport,Mineral Wells Airport,32.782,-98.060,MWL
small_airport,Monticello Airport,37.932,-109.341,MXC
small_airport,Mc Carthy Airport,61.437,-142.904,MXY
small_airport,Montgomery Field,32.816,-117.140,MYF
small_airport,May Creek Airport,61.336,-142.687,MYK
medium_airport,McCall Municipal Airport,44.890,-116.101,MYL
medium_airport,Myrtle Beach International Airport,33.680,-78.928,MYR
medium_airport,Mekoryuk Airport,60.371,-166.271,MYU
medium_airport,Yuba County Airport,39.098,-121.570,MYV
small_airport,Pinal Airpark,32.511,-111.328,MZJ
small_airport,Marion Municipal Airport,40.490,-85.680,MZZ
medium_airport,New Orleans NAS JRB/Alvin Callender Field,29.825,-90.035,NBG
small_airport,Chenega Bay Airport,60.077,-147.992,NCN
medium_airport,Quonset State Airport,41.597,-71.412,NCO
medium_airport,Lakehurst Maxfield Field Airport,40.033,-74.353,NEL
small_airport,Whitehouse Naval Outlying Field,30.354,-81.872,NEN
medium_airport,Lakefront Airport,30.042,-90.028,NEW
medium_airport,Fallon Naval Air Station,39.417,-118.701,NFL
medium_airport,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,21.451,-157.768,NGF
closed,Alameda Naval Air Station,37.789,-122.320,NGZ
small_airport,Naval Outlying Field Barin,30.389,-87.635,NHX
medium_airport,Brunswick Executive Airport,43.892,-69.939,NHZ
seaplane_base,Naukati Bay Seaplane Base,55.850,-133.228,NKI
medium_airport,Miramar Marine Corps Air Station - Mitscher Field,32.868,-117.143,NKX
medium_airport,Lemoore Naval Air Station (Reeves Field) Airport,36.333,-119.952,NLC
small_airport,Jerry Tyler Memorial Airport,41.836,-86.225,NLE
small_airport,Nelson Lagoon Airport,56.007,-161.160,NLG
small_airport,Kneeland Airport,40.719,-123.928,NLN
small_airport,Nightmute Airport,60.471,-164.701,NME
small_airport,Naknek Airport,58.733,-157.020,NNK
small_airport,Nondalton Airport,59.980,-154.839,NNL
small_airport,Marin County Airport - Gnoss Field,38.144,-122.556,NOT
medium_airport,Pensacola Naval Air Station/Forrest Sherman Field,30.353,-87.319,NPA
small_airport,Nephi Municipal Airport,39.739,-111.872,NPH
small_airport,Newport State Airport,41.532,-71.282,NPT
medium_airport,Millington Regional Jetport Airport,35.357,-89.870,NQA
medium_airport,Kingsville Naval Air Station,27.507,-97.810,NQI
medium_airport,Naval Air Station Key West/Boca Chica Field,24.576,-81.689,NQX
medium_airport,Naval Station Mayport (Admiral David L. Mcdonald Field),30.391,-81.425,NRB
closed,NASA Crows Landing Airport,37.408,-121.109,NRC
small_airport,Grand Lake Regional Airport,36.578,-94.862,NRI
small_airport,Naval Outlying Field Imperial Beach (Ream Field),32.567,-117.117,NRS
medium_airport,Whiting Field Naval Air Station - North,30.724,-87.022,NSE
small_airport,Slayton Municipal Airport,43.987,-95.783,NSL
medium_airport,Point Mugu Naval Air Station (Naval Base Ventura Co),34.120,-119.121,NTD
small_airport,Manti-Ephraim Airport,39.329,-111.615,NTJ
medium_airport,Nuiqsut Airport,70.210,-151.006,NUI
small_airport,Nunapitchuk Airport,60.906,-162.440,NUP
small_airport,Nervino Airport,39.819,-120.353,NVN
medium_airport,North Island Naval Air Station-Halsey Field,32.699,-117.215,NZY
closed,Carmel Valley,36.481,-121.729,O62
medium_airport,Albert J Ellis Airport,34.829,-77.612,OAJ
large_airport,Metropolitan Oakland International Airport,37.721,-122.221,OAK
small_airport,Marina Municipal Airport,36.682,-121.762,OAR
small_airport,Okeechobee County Airport,27.263,-80.850,OBE
closed,Sky Harbor Airport,42.144,-87.856,OBK
small_airport,Kobuk Airport,66.912,-156.897,OBU
small_airport,Ocean Reef Club Airport,25.325,-80.275,OCA
small_airport,Ocean City Municipal Airport,38.310,-75.124,OCE
small_airport,Ocala International Airport - Jim Taylor Field,29.173,-82.224,OCF
small_airport,A L Mangham Jr. Regional Airport,31.578,-94.710,OCH
small_airport,Oceanside Municipal Airport,33.217,-117.354,OCN
small_airport,Warren Field,35.570,-77.050,OCW
small_airport,Oakdale Airport,37.756,-120.800,ODC
small_airport,AJ Eisenberg Airport,48.251,-122.674,ODW
small_airport,O'Neal Airport,38.691,-87.552,OEA
small_airport,L O Simenstad Municipal Airport,45.310,-92.692,OEO
medium_airport,Offutt Air Force Base,41.118,-95.912,OFF
medium_airport,Karl Stefan Memorial Airport,41.986,-97.435,OFK
small_airport,Searle Field,41.119,-101.770,OGA
medium_airport,Orangeburg Municipal Airport,33.457,-80.859,OGB
medium_airport,Ogden Hinckley Airport,41.196,-112.012,OGD
medium_airport,Kahului Airport,20.899,-156.430,OGG
small_airport,Ogdensburg International Airport,44.682,-75.465,OGS
small_airport,Lt Warren Eaton Airport,42.567,-75.524,OIC
closed,Splane Memorial Airport,41.481,-79.745,OIL
small_airport,Johnson County Executive Airport,38.848,-94.738,OJC
large_airport,Will Rogers World Airport,35.393,-97.601,OKC
small_airport,Kokomo Municipal Airport,40.528,-86.059,OKK
small_airport,Okmulgee Regional Airport,35.668,-95.949,OKM
small_airport,Garden County Airport,41.401,-102.355,OKS
small_airport,"Dewitt Field,Old Town Municipal Airport",44.953,-68.674,OLD
medium_airport,L M Clayton Airport,48.095,-105.575,OLF
medium_airport,Olympia Regional Airport,46.969,-122.903,OLM
small_airport,Olive Branch Airport,34.979,-89.787,OLV
medium_airport,Eppley Airfield,41.303,-95.894,OMA
medium_airport,Nome Airport,64.512,-165.445,OME
small_airport,Omak Airport,48.464,-119.518,OMK
